# source_api_id	status	crystal_refs	notes
tracing-subscriber/src/field/mod.rs::struct::RecordFieldsMarker	missing	-	baseline
tracing-subscriber/src/field/mod.rs::trait::MakeExt	missing	-	baseline
tracing-subscriber/src/field/mod.rs::trait::MakeOutput	missing	-	baseline
tracing-subscriber/src/field/mod.rs::trait::MakeVisitor	missing	-	baseline
tracing-subscriber/src/field/mod.rs::trait::RecordFields	missing	-	baseline
tracing-subscriber/src/field/mod.rs::trait::VisitFmt	missing	-	baseline
tracing-subscriber/src/field/mod.rs::trait::VisitOutput	missing	-	baseline
tracing-subscriber/src/field/mod.rs::trait::VisitWrite	missing	-	baseline
tracing-subscriber/src/filter/directive.rs::struct::ParseError	missing	-	baseline
tracing-subscriber/src/filter/env/builder.rs::func::from_env	missing	-	baseline
tracing-subscriber/src/filter/env/builder.rs::func::from_env_lossy	missing	-	baseline
tracing-subscriber/src/filter/env/builder.rs::func::try_from_env	missing	-	baseline
tracing-subscriber/src/filter/env/builder.rs::func::with_default_directive	missing	-	baseline
tracing-subscriber/src/filter/env/builder.rs::func::with_env_var	missing	-	baseline
tracing-subscriber/src/filter/env/builder.rs::func::with_regex	missing	-	baseline
tracing-subscriber/src/filter/env/builder.rs::method::Builder.with_regex	missing	-	baseline
tracing-subscriber/src/filter/env/builder.rs::struct::Builder	missing	-	baseline
tracing-subscriber/src/filter/env/directive.rs::struct::Directive	missing	-	baseline
tracing-subscriber/src/filter/env/field.rs::struct::BadName	missing	-	baseline
tracing-subscriber/src/filter/env/mod.rs::const::DEFAULT_ENV	missing	-	baseline
tracing-subscriber/src/filter/env/mod.rs::func::add_directive	missing	-	baseline
tracing-subscriber/src/filter/env/mod.rs::func::builder	missing	-	baseline
tracing-subscriber/src/filter/env/mod.rs::func::from_default_env	missing	-	baseline
tracing-subscriber/src/filter/env/mod.rs::func::max_level_hint	missing	-	baseline
tracing-subscriber/src/filter/env/mod.rs::func::try_from_default_env	missing	-	baseline
tracing-subscriber/src/filter/env/mod.rs::method::EnvFilter.builder	missing	-	baseline
tracing-subscriber/src/filter/env/mod.rs::struct::EnvFilter	missing	-	baseline
tracing-subscriber/src/filter/env/mod.rs::struct::FromEnvError	missing	-	baseline
tracing-subscriber/src/filter/filter_fn.rs::func::new	missing	-	baseline
tracing-subscriber/src/filter/filter_fn.rs::func::with_max_level_hint	missing	-	baseline
tracing-subscriber/src/filter/filter_fn.rs::method::DynFilterFn.new	missing	-	baseline
tracing-subscriber/src/filter/filter_fn.rs::method::DynFilterFn.with_max_level_hint	missing	-	baseline
tracing-subscriber/src/filter/filter_fn.rs::method::FilterFn.new	missing	-	baseline
tracing-subscriber/src/filter/filter_fn.rs::struct::DynFilterFn	missing	-	baseline
tracing-subscriber/src/filter/filter_fn.rs::struct::FilterFn	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/combinator.rs::struct::And	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/combinator.rs::struct::Not	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/combinator.rs::struct::Or	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/mod.rs::func::filter	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/mod.rs::func::filter_mut	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/mod.rs::func::inner	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/mod.rs::func::inner_mut	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/mod.rs::func::new	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/mod.rs::method::Filtered.new	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/mod.rs::struct::FilterId	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/mod.rs::struct::Filtered	missing	-	baseline
tracing-subscriber/src/filter/layer_filters/mod.rs::trait::FilterExt	missing	-	baseline
tracing-subscriber/src/filter/targets.rs::func::default_level	missing	-	baseline
tracing-subscriber/src/filter/targets.rs::func::iter	missing	-	baseline
tracing-subscriber/src/filter/targets.rs::func::new	missing	-	baseline
tracing-subscriber/src/filter/targets.rs::func::with_default	missing	-	baseline
tracing-subscriber/src/filter/targets.rs::func::with_target	missing	-	baseline
tracing-subscriber/src/filter/targets.rs::func::would_enable	missing	-	baseline
tracing-subscriber/src/filter/targets.rs::method::Targets.new	missing	-	baseline
tracing-subscriber/src/filter/targets.rs::struct::IntoIter	missing	-	baseline
tracing-subscriber/src/filter/targets.rs::struct::Iter	missing	-	baseline
tracing-subscriber/src/filter/targets.rs::struct::Targets	missing	-	baseline
tracing-subscriber/src/fmt/fmt_layer.rs::func::as_writer	missing	-	baseline
tracing-subscriber/src/fmt/fmt_layer.rs::func::compact	missing	-	baseline
tracing-subscriber/src/fmt/fmt_layer.rs::func::current_span	missing	-	baseline
tracing-subscriber/src/fmt/fmt_layer.rs::func::event_scope	missing	-	baseline
tracing-subscriber/src/fmt/fmt_layer.rs::func::exists	missing	-	baseline
